run,source_file,round_number,agent_id,agent_group,institution_choice,contribution,wealth_end_of_round,contribution_capacity,stage1_cap_from_end_wealth,prop_of_wealth,prop_of_capacity,prop_of_stage1_cap,note
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,0,developed,SI,1000.0,7750663.0,1.0,7750663.0,0.00012902122050720047,1000.0,0.00012902122050720047,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,1,developing,SFI,10000.0,469441.14285714284,0.1,469441.0,0.021301924963665002,100000.0,0.02130193144612422,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,2,developing,SFI,20000.0,748431.1428571428,0.1,748431.0,0.026722565183017122,200000.0,0.02672257028370017,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,3,developing,SFI,500000.0,970641.1428571428,0.1,970641.0,0.5151234353493597,5000000.0,0.5151235111642719,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,4,developed,SI,20000000.0,12858133.0,1.0,12858133.0,1.5554357697186676,20000000.0,1.5554357697186676,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,5,developing,SFI,2000.0,402821.14285714284,0.1,402821.0,0.00496498268639609,20000.0,0.004964984447186219,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,6,developed,SI,1580000.0,5669396.0,1.0,5669396.0,0.27868929953032034,1580000.0,0.27868929953032034,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,7,developed,SI,1750000.0,4099152.0,1.0,4099152.0,0.4269175673407573,1750000.0,0.4269175673407573,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,8,developing,SFI,10000.0,514341.14285714284,0.1,514341.0,0.019442348991275386,100000.0,0.019442354391347373,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,9,developing,SFI,532700.0,360641.14285714284,0.1,360641.0,1.4770915924337926,5327000.0,1.4770921775394368,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,10,developing,SFI,500.0,723641.1428571428,0.1,723641.0,0.0006909502105226584,5000.0,0.0006909503469261692,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,11,developing,SFI,1000.0,361761.14285714284,0.1,361761.0,0.0027642548674579282,10000.0,0.002764255959044784,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,12,developing,SFI,10000.0,728341.1428571428,0.1,728341.0,0.013729829899175976,100000.0,0.013729832592151204,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,13,developing,SFI,2000000.0,690641.1428571427,0.1,690641.0,2.895859913190394,20000000.0,2.8958605121908487,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,14,developed,SI,0.0,4689206.0,1.0,4689206.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,15,developing,SFI,10000.0,730701.1428571428,0.1,730701.0,0.013685485643143532,100000.0,0.013685488318751446,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,16,developing,SFI,300.0,366941.14285714284,0.1,366941.0,0.0008175698087821014,3000.0,0.00081757012707765,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,17,developing,SFI,25410.0,360641.14285714284,0.1,360641.0,0.07045785125538327,254100.0,0.07045787916515316,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,18,developed,SI,1200000.0,5129394.0,1.0,5129394.0,0.23394576435344994,1200000.0,0.23394576435344994,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,19,developed,SI,0.0,5290943.0,1.0,5290943.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,20,developed,SI,936560.0,4089405.0,1.0,4089405.0,0.22902109231049506,936560.0,0.22902109231049506,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,21,developed,SI,1200000.0,5269398.0,1.0,5269398.0,0.2277299987588715,1200000.0,0.2277299987588715,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,22,developed,SI,3000.0,4690125.0,1.0,4690125.0,0.0006396418005916686,3000.0,0.0006396418005916686,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,23,developing,SFI,33700.0,360641.14285714284,0.1,360641.0,0.09344469056695853,337000.0,0.0934447275822771,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,24,developed,SI,4000000.0,4126440.0,1.0,4126440.0,0.9693585754306375,4000000.0,0.9693585754306375,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,1,25,developed,SI,0.0,8771939.0,1.0,8771939.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,0,developed,SI,1000.0,10592194.066666666,1.0,10592194.0,9.440914636817046e-05,1000.0,9.440914696237625e-05,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,200000.0,521374.17142857146,0.1,521374.0,0.3836016645243427,2000000.0,0.38360179065315875,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,0.0,1000364.1714285715,0.1,1000364.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,0.0,1222574.1714285715,0.1,1222574.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,0.0,15700531.066666666,1.0,15700531.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,1000.0,653754.1714285715,0.1,653754.0,0.0015296269510828796,10000.0,0.0015296273521844608,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,2834690.0,5678052.066666666,1.0,5678052.0,0.4992363519597173,2834690.0,0.49923635782130915,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx)
