source_file,run_label,scenario,condition,seed,num_agents,num_rounds,round_number,agent_id,institution_choice,agent_group,strategy,contribution,stage1_payoff,stage2_payoff,payoff,cumulative_payoff,wealth,reputation,rank_numeric,rank_text,received_punishments,received_rewards,assigned_punishments_total,assigned_rewards_total,climate_damage_taken_round,climate_damage_taken_cumulative,ldf_contribution_round,ldf_payout_round,net_climate_transfer_round,vulnerability,historical_emissions,contribution_capacity,parsing_failures,rule_of_law_blocks,subsidy,trust_level_count,institutional_strategy
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,0,SFI,developing,LLM Random Persona,10.0,26.0,0.0,29.0,729.0,729.0,5.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1,0,3.0,6,"Continue with SFI institution, as it seems to be working well for me. Will observe peer behavior more closely."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,1,SFI,developing,LLM Random Persona,10.0,26.0,0.0,29.0,729.0,729.0,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1,0,3.0,6,"I will continue to contribute at the same level, but be cautious of Agents 3 and 4's behavior."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,2,SFI,developing,LLM Random Persona,10.0,26.0,0.0,29.0,729.0,729.0,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1,0,3.0,6,"Continue with SFI institution, as it has yielded positive results so far."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,3,SI,developed,LLM Random Persona,10.0,26.0,20.0,49.0,1349.0,1349.0,5.0,1,1 out of 7,0.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,1,0,3.0,6,"Continue with current strategy, focusing on contributing to the developed institution (SI) as it seems more profitable."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,4,SI,developed,LLM Random Persona,10.0,26.0,6.0,32.0,1332.0,1332.0,5.0,2,2 out of 7,18.0,24.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,1,0,0.0,6,"Continue with the current strategy of contributing 10 to SI, as it has yielded a positive payoff."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,5,SFI,developing,LLM Random Persona,10.0,26.0,0.0,26.0,726.0,726.0,5.0,7,7 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1,0,0.0,6,"Continue with SFI institution, as it has yielded positive results so far."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,1,6,SI,developed,LLM Random Persona,10.0,26.0,-30.0,-4.0,1296.0,1296.0,5.0,3,3 out of 7,30.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,1,0,0.0,6,"Continue with the same strategy, contributing 10 to SI and observing peer behavior."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,2,0,SFI,developing,LLM Random Persona,0.0,28.0,0.0,28.0,757.0,757.0,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,2,0,0.0,6,"Consider switching to SI institution, as it seems to be more effective for peer agents. Will also increase contributions to encourage cooperation."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,2,1,SI,developing,LLM Random Persona,10.0,23.44,12.0,49.44,778.44,778.44,5.0,4,4 out of 7,0.0,12.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,2,0,14.0,6,"I will continue to contribute at the same level, but be cautious of Agents 3 and 4's behavior. I may also consider adjusting my contribution based on Agent 5's inconsistent actions."
simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618.json,simulation_llama3.1_8b_Baseline_Random_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_105618,abstract,Baseline_Random,1,7,20,2,2,SFI,developing,LLM Random Persona,10.0,18.0,0.0,32.0,761.0,761.0,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,2,0,14.0,6,"Continue with SFI institution, as it has yielded positive results so far. However, I will consider adjusting my contribution level to better match the peer agents' behavior."
