source_file,run_label,scenario,condition,seed,num_agents,num_rounds,round_number,agent_id,institution_choice,agent_group,strategy,contribution,stage1_payoff,stage2_payoff,payoff,cumulative_payoff,wealth,reputation,rank_numeric,rank_text,received_punishments,received_rewards,assigned_punishments_total,assigned_rewards_total,climate_damage_taken_round,climate_damage_taken_cumulative,ldf_contribution_round,ldf_payout_round,net_climate_transfer_round,vulnerability,historical_emissions,contribution_capacity,parsing_failures,rule_of_law_blocks,subsidy,trust_level_count,institutional_strategy
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,0,SI,developing,LLM,10.0,29.2,-73.0,-43.8,656.2,656.2,5.0,7,7 out of 7,75.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue with SI institution, aiming to balance cooperation and individual gain."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,1,SI,developing,LLM,10.0,29.2,-20.0,9.2,709.2,709.2,5.0,6,6 out of 7,36.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute at a moderate level, as it seems to be a viable strategy in this environment."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,2,SFI,developing,LLM,10.0,26.0,0.0,26.0,726.0,726.0,5.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,5,"Consider switching to a more cooperative institution, as SFI seems to be working for me."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,3,SI,developed,LLM,0.0,39.2,-105.0,-65.8,1234.2,1234.2,5.0,3,3 out of 7,105.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue with the same strategy, as it seems to be working for me and some other agents."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,4,SI,developed,LLM,20.0,19.2,7.0,33.2,1333.2,1333.2,5.0,1,1 out of 7,0.0,7.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,7.0,6,"Consider switching to SFI institution, as it seems more effective in this round."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,5,SFI,developing,LLM,10.0,26.0,0.0,26.0,726.0,726.0,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue with SFI institution, as it seems to be working for me. Will monitor peer behavior closely."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,1,6,SI,developed,LLM,20.0,19.2,-1.0,25.2,1325.2,1325.2,5.0,2,2 out of 7,3.0,2.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,7.0,6,"Continue exploring cooperative strategies, but be cautious of potential defectors."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,0,SI,developing,LLM,10.0,34.0,-36.0,-2.0,654.2,654.2,5.0,7,7 out of 7,60.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Consider switching to SFI institution, as it seems more effective in Stage 2."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,1,SFI,developing,LLM,10.0,31.333333333333332,0.0,31.333333333333332,740.5333333333334,740.5333333333334,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute at a moderate level, as it seems to be a viable strategy in this environment. However, I may need to adjust my contribution based on the behavior of agents 0 and 4."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,2,SI,developing,LLM,20.0,24.0,16.0,43.0,769.0,769.0,5.0,4,4 out of 7,0.0,16.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,3.0,5,"Continue with SFI, as it seems to be working for Agent 5 and myself."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,3,SI,developed,LLM,20.0,24.0,9.0,36.0,1270.2,1270.2,5.0,3,3 out of 7,0.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,3.0,6,"Consider switching to a more cooperative institutional strategy, as it seems to be working for some agents."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,4,SI,developed,LLM,10.0,34.0,-33.0,1.0,1334.2,1334.2,5.0,2,2 out of 7,33.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Consider sticking with SI institution, as it provided a decent payoff this round."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,5,SFI,developing,LLM,10.0,31.333333333333332,0.0,31.333333333333332,757.3333333333334,757.3333333333334,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue with SFI institution, as it seems to be working for me. Will monitor peer behavior closely."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,2,6,SFI,developed,LLM,20.0,21.333333333333332,0.0,21.333333333333332,1346.5333333333333,1346.5333333333333,5.0,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Re-evaluate the effectiveness of SFI and consider switching to SI, as it seems more agents are contributing when using this institution."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,0,SI,developing,LLM,20.0,26.666666666666668,-25.0,4.666666666666668,658.8666666666667,658.8666666666667,5.0,7,7 out of 7,30.0,5.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,3.0,6,"Consider sticking with SI institution, as it seems to be working for me and Agent 6."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,1,SFI,developing,LLM,10.0,30.0,0.0,30.0,770.5333333333334,770.5333333333334,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute at a moderate level, as it seems to be a viable strategy in this environment. Agent 0's consistent free-riding behavior suggests that they may not be a reliable contributor."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,2,SFI,developing,LLM,10.0,30.0,0.0,30.0,799.0,799.0,5.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,5,"Continue with SFI, as it remains effective for Agent 5 and myself. Monitor the behavior of developing group agents."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,3,SI,developed,LLM,10.0,36.66666666666667,-38.0,-1.3333333333333286,1268.8666666666668,1268.8666666666668,5.0,3,3 out of 7,39.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue with the current institutional strategy, as it seems to be working for some agents and my own contributions are being reciprocated."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,4,SFI,developed,LLM,10.0,30.0,0.0,30.0,1364.2,1364.2,5.0,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Stick with SFI institution, as it performed well for me this round and seems to be a good choice for developing groups."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,5,SFI,developing,LLM,20.0,20.0,0.0,23.0,780.3333333333334,780.3333333333334,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,3.0,6,"Continue with SFI institution, as it seems to be working for me. Will adjust contribution level based on peer behavior."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,3,6,SI,developed,LLM,20.0,26.666666666666668,-9.0,17.666666666666668,1364.2,1364.2,5.0,2,2 out of 7,30.0,16.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue using SI as it seems to be effective in promoting cooperation, especially among developed countries."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,4,0,SI,developing,LLM,10.0,30.0,-41.0,-11.0,647.8666666666667,647.8666666666667,5.0,7,7 out of 7,45.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Consider sticking with SI institution, as it seems to be working for me and Agent 6. However, I may need to adjust my contribution level based on the over-contributions of Agent 5."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,4,1,SFI,developing,LLM,10.0,31.333333333333332,0.0,31.333333333333332,801.8666666666668,801.8666666666668,5.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue to contribute at a moderate level, as it seems that contributing more does not guarantee better outcomes. Agent 5's consistent high contributions and moderate payoffs suggest that they are a reliable contributor."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,4,2,SFI,developing,LLM,10.0,31.333333333333332,0.0,31.333333333333332,830.3333333333334,830.3333333333334,5.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,5,"Continue with SFI, as it remains effective for Agent 5 and myself. Monitor the behavior of developing group agents."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,4,3,SI,developed,LLM,10.0,30.0,-69.0,-39.0,1229.8666666666668,1229.8666666666668,5.0,3,3 out of 7,72.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Consider switching to SFI institutions, as they seem to be more effective in Stage 2."
simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323.json,simulation_llama3.1_8b_Control_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260602_063323,abstract,Control,1,7,20,4,4,SI,developed,LLM,10.0,30.0,-59.0,-29.0,1335.2,1335.2,5.0,2,2 out of 7,63.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Stick with SFI institution, as Agent 5's high contribution and decent payoff suggest they may be a trustworthy agent."
