run,source_file,round_number,agent_id,agent_group,institution_choice,contribution,wealth_end_of_round,contribution_capacity,stage1_cap_from_end_wealth,prop_of_wealth,prop_of_capacity,prop_of_stage1_cap,note,reputation,reputation_delta,tom_scores_count,in_gossip_bulletin,bad_rep,rep_drop,bad_rep_prev,rep_drop_prev,gossip_prev,prop
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,0,developing,SFI,0.0,45768.57142857143,0.1,45768.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),5.0,,0,0,0,0,0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,0,developing,SFI,1069.0,90618.77142857145,0.1,90618.0,0.0117966728432488,10690.0,0.0117967732680041,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),2.8,-2.2,25,0,1,1,0,0,0,0.0117966728432488
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,0,developing,SFI,0.0,157172.0285714286,0.1,157172.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),5.0,2.2,25,0,0,0,1,1,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,0,developing,SFI,0.0,182850.2,0.1,182850.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),1.36,-3.64,25,1,1,1,0,0,0,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,0,developing,SFI,0.0,311492.2,0.1,311492.0,0.0,0.0,0.0,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),1.0,-0.3600000000000001,25,0,1,0,1,1,1,0.0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,6,0,developing,SFI,1069.0,402205.8285714286,0.1,402205.0,0.0026578431341905,10690.0,0.0026578486095399,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),1.0,0.0,25,0,1,0,1,0,0,0.0026578431341905
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,7,0,developing,SFI,100000.0,370713.8285714286,0.1,370713.0,0.2697498509439395,1000000.0,0.2697504538551386,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),3.88,2.88,25,0,1,0,1,0,0,0.2697498509439395
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,8,0,developing,SFI,100000.0,394528.00000000006,0.1,394528.0,0.2534674345040149,1000000.0,0.2534674345040149,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),5.0,1.12,25,0,0,0,1,0,0,0.2534674345040149
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,9,0,developing,SFI,200000.0,308004.11428571434,0.1,308004.0,0.6493419753947627,2000000.0,0.6493422163348528,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),5.0,0.0,25,0,0,0,0,0,0,0.6493419753947627
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,10,0,developing,SFI,200000.0,249041.48571428575,0.1,249041.0,0.8030790509716565,2000000.0,0.8030806172477624,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),6.32,1.3200000000000005,25,0,0,0,0,0,0,0.8030790509716565
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,11,0,developing,SFI,120000.0,282606.9714285715,0.1,282606.0,0.4246179752516467,1200000.0,0.4246194348315322,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),6.32,0.0,25,0,0,0,0,0,0,0.4246179752516467
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,12,0,developing,SFI,200000.0,228062.8571428572,0.1,228062.0,0.8769512164566157,2000000.0,0.8769545123694434,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),5.6,-0.7200000000000006,25,0,0,0,0,0,0,0.8769512164566157
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,13,0,developing,SFI,150000.0,219999.3142857144,0.1,219999.0,0.681820306972385,1500000.0,0.6818212810058227,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),7.04,1.4400000000000004,25,0,0,0,0,0,0,0.681820306972385
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,14,0,developing,SFI,200000.0,172327.77142857152,0.1,172327.0,1.1605790427278777,2000000.0,1.1605842381054623,proportional columns are analyst-derived; stage1_cap uses end-of-round wealth (approx),5.24,-1.7999999999999998,25,0,0,1,0,0,0,1.1605790427278777
