source_file,run_label,scenario,condition,seed,num_agents,num_rounds,round_number,si_population,sfi_population,si_share,sfi_share,si_total_contribution,sfi_total_contribution,si_avg_contribution,sfi_avg_contribution,shock_occurred,shock_severity,gross_damage_total,net_damage_total,ldf_pool_start,ldf_contributions_total,ldf_payouts_total,ldf_pool_end
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,1,0,7,0.0,1.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,2,0,7,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,3,0,7,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,4,0,7,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,5,0,7,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,6,0,7,0.0,1.0,0.0,2.0,0.0,0.2857142857142857,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,7,0,7,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,8,0,7,0.0,1.0,0.0,2.0,0.0,0.2857142857142857,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,9,0,7,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333.json,simulation_llama3.1_8b_Baseline_Greedy_scnabstract_sh0_ldf0_seed1_7agents_20rounds_20260603_143333,abstract,Baseline_Greedy,1,7,20,10,0,7,0.0,1.0,0.0,2.0,0.0,0.2857142857142857,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
